"DateTime","Players","Players Trend","Twitch Viewers"
"2022-06-06 07:30:00",167437,179380.50443797157,51683
"2022-06-06 07:40:00",170570,179233.6750950255,53380
"2022-06-06 07:50:00",173083,179085.82944967767,53882
"2022-06-06 08:00:00",174373,178938.00635225576,55519
"2022-06-06 08:10:00",177832,178797.3179880735,56996
"2022-06-06 08:20:00",180453,178646.93971037836,60619
"2022-06-06 08:30:00",182690,178498.00635914167,61898
"2022-06-06 08:40:00",184912,178351.2394438935,60916
"2022-06-06 08:50:00",186386,178205.4823617308,49090
"2022-06-06 09:00:00",186587,178058.07544551857,52473
"2022-06-06 09:10:00",186546,177913.24930107966,52027
"2022-06-06 09:20:00",186478,177771.97825084007,53242
"2022-06-06 09:30:00",186153,177633.52961631684,53854
"2022-06-06 09:40:00",183671,177493.48700283698,52625
"2022-06-06 09:50:00",181453,177367.36684707762,56679
"2022-06-06 10:00:00",180223,177254.42059852366,57349
"2022-06-06 10:10:00",181050,177147.70977593234,59155
"2022-06-06 10:20:00",182128,177044.80667451659,61525
"2022-06-06 10:30:00",183556,176943.1226105878,61417
"2022-06-06 10:40:00",186065,176847.76702197985,62432
"2022-06-06 10:50:00",189998,176753.85922781355,64837
"2022-06-06 11:00:00",195097,176659.30403032555,63346
"2022-06-06 11:10:00",202060,176566.38488817276,63326
"2022-06-06 11:20:00",209861,176473.9357199912,57648
"2022-06-06 11:30:00",218270,176385.87642194127,59570
"2022-06-06 11:40:00",227899,176299.27417644468,59675
"2022-06-06 11:50:00",237053,176216.40806615987,62723
"2022-06-06 12:00:00",247205,176136.00273370795,64876
"2022-06-06 12:10:00",258243,176057.3166281056,63854
"2022-06-06 12:20:00",270012,175981.52632484993,65593
"2022-06-06 12:30:00",281053,175908.71460984414,67504
"2022-06-06 12:40:00",291016,175827.07700862119,69090
"2022-06-06 12:50:00",301895,175750.17384523223,70664
"2022-06-06 13:00:00",310333,175655.8181498926,70057
